Tx;Time;Msg Type;Amount;Amount / 100;Asset;ToAddress;Administrator;FromAddress;;Asset;;;;;Total Tx
CB0E90A29DCF1D650337E491D6BFE3229263E7A299BC440F68411AB1A5889E2E;2022-02-11T10:07:30.378Z;/provenance.marker.v1.MsgWithdrawRequest;15;0,15;cfigurepayomni;pb1ky8r9famw9cxat623kdpdp07c8wav760sm8nrj;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
D452832CCF678F573EB4621900E045D3B863BA737BF6A47B9297E97A7CC9A366;2022-02-11T10:07:23.428Z;/provenance.marker.v1.MsgWithdrawRequest;21702;217,02;cfigurepayomni;pb1r0gdw6xtwgyhs9p9ec268j8dlaej8nq8z65wzv;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
C4C1BB6E171B6217FF85298FDBD35934B77B23C7168165B842251982753308F0;2022-02-11T10:07:04.810Z;/provenance.marker.v1.MsgWithdrawRequest;72031;720,31;cfigurepayomni;pb10wejnjtczk0pyqc5a863fyslxyjz5wek8xadmn;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
66A9A14E3BA027B072B6EBBA5130C18577BF5D52F838AA93316A4CC7F4B21941;2022-02-11T21:57:25.042Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.210hnanrxhsmhjvnekhvqj;pb1n0e7l53e2f35a4k374u8aha8zujjfk5d4j5py0;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
5E5CC665117B266305CBDDE0766122568D04B41C44986FBC68A4186A770E5BE5;2022-02-11T10:06:58.930Z;/provenance.marker.v1.MsgWithdrawRequest;50000;500;cfigurepayomni;pb1q386wdy8exsl4pt9dck09dhyyyyx3r69z5ja5a;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
6CF19C0D5C060C534D145BFC7AFA25F7DE4724AB669F5B7B150482FDF00B817D;2022-02-11T10:06:26.179Z;/provenance.marker.v1.MsgWithdrawRequest;9806;98,06;cfigurepayomni;pb17n03yel9nt3de9z6hl8gk5efazgrehhyukyjgw;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
C9DEA0C9B098A2016DC85B12EECA5FD033BB1AF7653F1A3FB41645DEF6A8DD92;2022-02-11T10:06:17.712Z;/provenance.marker.v1.MsgWithdrawRequest;60500;605;cfigurepayomni;pb100kg6r8fkujfztd88wt2r5we8778hjl68c8wvc;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
D6B3C6E77D28EEBE7933777401A0769F4C31F7E4572217CFB47B63814B69EF19;2022-02-11T10:06:04.444Z;/provenance.marker.v1.MsgWithdrawRequest;12000;120;cfigurepayomni;pb1n5zt38ak79nzfe0yktmkudseec4s2c94s983f5;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
428EB176CB9D510122C05DF90E625FC5B5FA2B6240701319CA34D04C101643B2;2022-02-11T10:05:57.309Z;/provenance.marker.v1.MsgWithdrawRequest;81;0,81;cfigurepayomni;pb1ky8r9famw9cxat623kdpdp07c8wav760sm8nrj;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
3257FE382B72CA16222841F8036255C53B310B40EB77BAF0B3039A5EC11C4698;2022-02-11T10:05:26.126Z;/provenance.marker.v1.MsgWithdrawRequest;127500;1275;cfigurepayomni;pb1wkzct33u8t43mv0p240xuwztm3hzccnzlvzd8u;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
1C6C8781B03EA39ABB0D94E19AD692B76B88FA279DDF91FEA62528EF6722F6F0;2022-02-11T10:05:33.182Z;/provenance.marker.v1.MsgWithdrawRequest;3;0,03;cfigurepayomni;pb1cgsr48afrqwzhtkuftt28nz0ltr0cyskaqs79d;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4A2CDDE5DACE2D90600E3AE6DD201082C4B4501E0E74F9EBDD0C02D94618A4FD;2022-02-11T23:11:31.437Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.4hpqzgm2lgcaij9bpdltnc;pb1n0e7l53e2f35a4k374u8aha8zujjfk5d4j5py0;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
F4243DD949704DA73BBE6D3F472E6A946F29F7A019E3F09CC2A6BA58D28A4AD3;2022-02-11T23:28:08.898Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.6yxugfsychbwzssc0ycs5p;pb10yc7pqdk8fn65mfma87cgcxylx9el0zmcz876k;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
A40AA094DD9DDF5DA39A8CAD487E6BDA9B5E784923FD6E7AA90430D810FC745F;2022-02-11T23:26:02.667Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.2kaliudattgf4wvfpz97oa;pb10yc7pqdk8fn65mfma87cgcxylx9el0zmcz876k;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
966AC7F773D6BC8C3568AB6E82493F1397E256CA012EEA937C19DFFB4084F6B3;2022-02-11T03:03:31.976Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.7dqdmtjn2ibbmjknbxfa2v;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
98B47CF7EA94772BF8E84E4B3C9A1E4CE6D6ABBDCE37CE94751B01CF5621435A;2022-02-11T02:31:18.668Z;/provenance.marker.v1.MsgWithdrawRequest;25000;250;cfigurepayomni;pb1g6ts0aw3qvne4f8yysrv5h76j6av94438ch78j;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
1F58FFDB64D6833276C433D38F27C21887CF26A8282B9B6E9B380A4087A972D9;2022-02-11T02:31:11.736Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1xdewdnt6ydfmgfzct244zd3cxavz2xryckrx3y;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
EAD09B954C3BBF363600A1FCFEC289B760F0B677204BD5286BC110FC9C546AC5;2022-02-11T02:30:52.143Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1208l94qe5a8h7fsmm2tmxqc3q6awurd47l3js3;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
70BC53504B8133FBE6E9468076CD1C50A67C1C36D66041463B75D0C06CF7E25C;2022-02-11T02:30:45.028Z;/provenance.marker.v1.MsgWithdrawRequest;2000;20;cfigurepayomni;pb12yz34fu9zk5ta34w5qzq7atuf0ywttgejt8uqg;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
8C152E5A1BBE4463E910438D323D1EF93F73F150BDBAC5188068B7ED2690988A;2022-02-11T00:59:27.395Z;/provenance.marker.v1.MsgWithdrawRequest;32;0,32;cfigurepaydebt;pb1nshyddmy2w3m4qh2yhsfwsptk90wycky2urk65;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;undefined;;;;;;;
8C152E5A1BBE4463E910438D323D1EF93F73F150BDBAC5188068B7ED2690988A;2022-02-11T00:59:27.395Z;/cosmos.bank.v1beta1.MsgSend;32;0,32;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;;;;;;;
8C152E5A1BBE4463E910438D323D1EF93F73F150BDBAC5188068B7ED2690988A;2022-02-11T00:59:27.395Z;/cosmos.bank.v1beta1.MsgSend;218;2,18;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1nshyddmy2w3m4qh2yhsfwsptk90wycky2urk65;;;;;;;
E3439C5B8279ECC7836548224D0E959737672E2FB8B42FB41885ECE65F1636A9;2022-02-11T02:59:16.673Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.3hvfkxsve9tbf2sknd5z1q;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
6FA63848C7CD2A52CAE278AA61726774841AC29210325B84EEFF8114D0DF7BEB;2022-02-11T01:44:17.273Z;/provenance.marker.v1.MsgWithdrawRequest;999;9,99;cfigurepaydebt;pb1c7860srfxunce2k4ryt469w35mrwfghg2sl5x5;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;undefined;;;;;;;
6FA63848C7CD2A52CAE278AA61726774841AC29210325B84EEFF8114D0DF7BEB;2022-02-11T01:44:17.273Z;/cosmos.bank.v1beta1.MsgSend;999;9,99;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;;;;;;;
6FA63848C7CD2A52CAE278AA61726774841AC29210325B84EEFF8114D0DF7BEB;2022-02-11T01:44:17.273Z;/cosmos.bank.v1beta1.MsgSend;1478;14,78;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1c7860srfxunce2k4ryt469w35mrwfghg2sl5x5;;;;;;;
E309EF016B71F992911999DA6FAB8C0824C0DAB81BC4746CE0C82E6C64E09CDE;2022-02-11T10:05:20.195Z;/provenance.marker.v1.MsgWithdrawRequest;1354;13,54;cfigurepayomni;pb1840hw4n378xrxd6n3h5uqyejwndj69f9fjqv27;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
0A3A15E47B49FBE6F0FCF9749386460DA25EFB61826E171B544C63AEDD277C90;2022-02-10T21:05:58.728Z;/provenance.marker.v1.MsgWithdrawRequest;13100;131;cfigurepayomni;pb1u3rkwhcsd639x0255fvaefhmesewp70uu8rcvy;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
842EDC9F3F7BFA5CCCEED95F7B68B7FF23711F35F5027614443B58A057E8FB17;2022-02-10T21:05:51.848Z;/provenance.marker.v1.MsgWithdrawRequest;2960;29,6;cfigurepayomni;pb1au3hra4k9zesxpuea8mahkms2j0clrug5q3xzt;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
B08A30488B226B974607184D19C97C6C0738387AF3F77EB658DA2923C7B1833F;2022-02-10T21:05:32.209Z;/provenance.marker.v1.MsgWithdrawRequest;54;0,54;cfigurepayomni;pb1au3hra4k9zesxpuea8mahkms2j0clrug5q3xzt;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4679E6335DF3D9B810799B99AEFCEAD1524B3464AA85AFA096E7FB03FE529E0C;2022-02-10T19:34:34.330Z;/provenance.marker.v1.MsgWithdrawRequest;500000;5000;cfigureomni;pb1tyujxuhyy220r6kyrxxyn2ljnpu5aa0gxpe4se;pb13p3fe2ydk7p6q9th5gl5ha4vmnz3ztpheqmkvz;undefined;;;;;;;
9E77B53A896CD1AD91E368B275AC42A2959CF4BE8ED710E220F4FF0FB8E21813;2022-02-10T21:05:20.047Z;/provenance.marker.v1.MsgWithdrawRequest;43;0,43;cfigurepayomni;pb1au3hra4k9zesxpuea8mahkms2j0clrug5q3xzt;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4BF592C49580AFFDFCE5C0779DDECD9AABC754326C859C5E73A8161BA7C45EF0;2022-02-10T17:19:03.603Z;/provenance.marker.v1.MsgWithdrawRequest;153;1,53;cfigurepaydebt;pb1ts8q6qg6yqghwq42nyxpex7h2e6tvh0kfax6em;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;undefined;;;;;;;
4BF592C49580AFFDFCE5C0779DDECD9AABC754326C859C5E73A8161BA7C45EF0;2022-02-10T17:19:03.603Z;/cosmos.bank.v1beta1.MsgSend;153;1,53;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;;;;;;;
4BF592C49580AFFDFCE5C0779DDECD9AABC754326C859C5E73A8161BA7C45EF0;2022-02-10T17:19:03.603Z;/cosmos.bank.v1beta1.MsgSend;97;0,97;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1ts8q6qg6yqghwq42nyxpex7h2e6tvh0kfax6em;;;;;;;
A4766811A3AE6D5B47FC9A535D39A66B859C5F40F3601FEEAA0C40FF88D9FF57;2022-02-10T17:08:11.882Z;/provenance.marker.v1.MsgWithdrawRequest;57335;573,35;cfigurepayomni;pb1au3hra4k9zesxpuea8mahkms2j0clrug5q3xzt;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
5B5D60DA06ED59AA31876B55C629B414EA9B14EAA019E16FC8D5C3E877F41861;2022-02-10T17:08:04.934Z;/provenance.marker.v1.MsgWithdrawRequest;30000;300;cfigurepayomni;pb1detg835clsas4atd2ve89vmqdpy94vk8r048gt;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
D0371CB940E32B3DE931E31635D8AF6D9BEBF0BED856EC01C7A400FBE2E92270;2022-02-10T22:48:16.469Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.5kyavuyrwk4unvtq6dxgd2;pb1n0e7l53e2f35a4k374u8aha8zujjfk5d4j5py0;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
7CF80E100C8CC3B9D249300A84ED85F42A5813BA31DEEBFD1A6C54A0273F5365;2022-02-10T17:07:52.040Z;/provenance.marker.v1.MsgWithdrawRequest;113739;1137,39;cfigurepayomni;pb1wkzct33u8t43mv0p240xuwztm3hzccnzlvzd8u;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
402FDC74ABA89998D9B86BF0865EDA8B3C40D724461987F140E89E4F33421ADC;2022-02-10T17:07:57.842Z;/provenance.marker.v1.MsgWithdrawRequest;23055;230,55;cfigurepayomni;pb1670fqusa0eqwgthruz47kr2fx6rq8zyrry2xjg;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
510C3071C9956350B406B3A23E9DB1806955962F108347E08E89F39C9355BC42;2022-02-10T17:07:39.592Z;/provenance.marker.v1.MsgWithdrawRequest;55094;550,94;cfigurepayomni;pb1xy4hxwkc3j4j96dhcg09njuf7rxct3t7pv382j;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4F79F5F9F37877C145473AA44A0BE4F0B3B5086525F72704157B9AE125E1F585;2022-02-10T17:07:45.529Z;/provenance.marker.v1.MsgWithdrawRequest;20894;208,94;cfigurepayomni;pb1z4d6dk65w68zack7ltrfzslr7jq3fgg322j3w3;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
CDEF3AA1A41121E75DD637953BAAD6D8B02700DA77EB6478D7B8B000A83E8DD8;2022-02-10T17:07:26.484Z;/provenance.marker.v1.MsgWithdrawRequest;20000;200;cfigurepayomni;pb1f7a8fwwlc8yrqktkawpw77yfhjlk55q0x04vph;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
8555AF0FBFDB0C6C62696A5380EAB4DD0E98BA1AFCDC57DC834AC112CCCED570;2022-02-10T17:07:33.539Z;/provenance.marker.v1.MsgWithdrawRequest;100000;1000;cfigurepayomni;pb1qhenws22r0t90s4dqc3lzt7l8wg2vgxkhj5cuf;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
B49D326A73EA76A534915385107F228059121464C2041168B0B7A62E84CAF174;2022-02-10T17:07:19.722Z;/provenance.marker.v1.MsgWithdrawRequest;42696;426,96;cfigurepayomni;pb1zhn8zyeh4k7rf6gmnwwq0gpc0jznmdgqr5gu5a;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
12D10416511D20832F8690631E991CB9ECE30C36296DADB3F7192E7CEE24A256;2022-02-10T17:07:12.694Z;/provenance.marker.v1.MsgWithdrawRequest;27400;274;cfigurepayomni;pb1z39ymrmtwt200kyzv4vhwzaszgvvsszsesl0x3;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
45703E86E4F99EA9A5EDC7678D8604B676E9DCE6CB12EC86F29DF180656170D7;2022-02-10T17:07:05.768Z;/provenance.marker.v1.MsgWithdrawRequest;137675;1376,75;cfigurepayomni;pb1p72vfy3qpg7f6shxu0wdxxqsrpyp62ffcwjgz2;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
F13995F45AE9D6DF5B6169BDA37BC8756777BA1030427C076E6D21A09C1C87E3;2022-02-10T17:06:46.331Z;/provenance.marker.v1.MsgWithdrawRequest;60000;600;cfigurepayomni;pb1qwgz03s6h0hk4gl49jj697zc36vfecsec7x0ed;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
9C7FD230C95A0F36B378B30D3D2B5D75C60266F0FC5B8C3D87739C52800CB74E;2022-02-10T17:06:15.561Z;/provenance.marker.v1.MsgWithdrawRequest;33461;334,61;cfigurepayomni;pb1zvc0t6ewgamw2q8wdtkmc863yslhm5akhvpzz0;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
875B90BCB63AA609112063F7C931510D21D318CA0114A24CE8787F58CFEF9AF6;2022-02-10T17:05:44.161Z;/provenance.marker.v1.MsgWithdrawRequest;103841;1038,41;cfigurepayomni;pb10wunj6dn0hz9l9xu97kqsezvcruy9uj5na5p4d;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
2087DC9F3D6B53459EDB8E8F2F5D1527527CB739A6CBCE789EE3FB9A3CB6EB8B;2022-02-10T17:05:18.665Z;/provenance.marker.v1.MsgWithdrawRequest;120000;1200;cfigurepayomni;pb1a8zg942gvtt707swwau93t6gtj2wmvk23z4m2a;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
1AA380CD2DA11462A01FED481E5EF54CE390AA4A2048D5B48225C8E50CD61E56;2022-02-10T16:40:24.710Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.4zxdrzr9e7kefqbkpfsj2v;pb1tetfkkuz995rvlm347xf9n5ls7t6mufcelzhkw;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
2CCE630BB787383B5CB881394B63A82499DB0F3C54B776CDDC3245596CCEB5C9;2022-02-10T13:05:08.356Z;/provenance.marker.v1.MsgWithdrawRequest;2298;22,98;cfigurepayomni;pb15anjde8f3zj6qcy46tgtvee5wwwugv54qyc3wl;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4D94204933621E608048EF1A047B51EEFB8749B676A9CEF9FE7DCA3A7F6B92A8;2022-02-10T11:06:01.305Z;/provenance.marker.v1.MsgWithdrawRequest;2500;25;cfigurepayomni;pb1ns8yw0gcrtk3tp7cn2hygnn8feeq5dvt4360w8;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
11E5ED076F12AC546380D5AD79202B7F3B0B65A57A24959F0DAEB1CFCDBB5977;2022-02-10T11:05:54.341Z;/provenance.marker.v1.MsgWithdrawRequest;100;1;cfigurepayomni;pb15v9qmpam8042kydj8nn5yytzznavzgnlp6cu08;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
62C87457644374DDA241EE71743823818DE698B0094B69C6CD2F178E7D099B4D;2022-02-10T11:05:42.224Z;/provenance.marker.v1.MsgWithdrawRequest;45;0,45;cfigurepayomni;pb1v4equkufjymy2axawqzw0wtq3cmvkzs9d9sjl3;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
8BEAF58398E83777061E73A1D7895183141F7288E86889ABFB042E369EA9014F;2022-02-10T11:05:21.277Z;/provenance.marker.v1.MsgWithdrawRequest;1681;16,81;cfigurepayomni;pb1h09g429uaqpq05mgvc2u5k4tp7salhh44wc9c9;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
CC73562C1831274A766D9810A4F448E729A4496318CC82C69E12BB43F609B809;2022-02-10T18:35:54.631Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.1tzrgam5j4srxhbfcxtcuv;pb1jlynulmwyarrwdphnrdwgv8jwtlcar9a6kqn20;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
F31789156C412EA83EEF3D2D34CEA6B5004C697C29B61AC8A8E237F8ADD37D70;2022-02-10T11:05:14.191Z;/provenance.marker.v1.MsgWithdrawRequest;36;0,36;cfigurepayomni;pb1v4equkufjymy2axawqzw0wtq3cmvkzs9d9sjl3;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
662A10D215968B3753FA11631044C13C621AE2BD2268E7CA01FAFAFA9415181F;2022-02-10T04:08:53.680Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.41why7x04ms82ar6hfbdhf;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
3495D1F035D7330C9999DC834254B2432C5E0ED544667D687F520B9D2613D440;2022-02-10T03:13:13.659Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.4mgnbqmw9t6xip2okyowee;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
5DEC7A45E2DFCB710870642CAD040C7DD42E3EF0F32ED0930D6E8B830A7DE1BD;2022-02-10T02:32:46.993Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1e9qfze2wryy5cj04vmxzu2856y3fd2s9azwngp;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
D6ECF348EE1524BFBAA739503EF7221BDF03FEEDB72F4C9C90FF4DBCB6CA0F06;2022-02-10T02:32:34.701Z;/provenance.marker.v1.MsgWithdrawRequest;1500;15;cfigurepayomni;pb15t36hckfdktf5kkk6vjprpk3zththfm99vxse2;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4929A3FEC29960F10D9E136D25E1839422D2F1CEECEBB75DD126798EB0611718;2022-02-10T02:32:40.823Z;/provenance.marker.v1.MsgWithdrawRequest;20000;200;cfigurepayomni;pb1chy8tse6at0yrvxjr80q0tjf9cn4usy53u8tmw;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
2D8A44C9EA4E5B554A906EB918487E5BFAA2BC7D64223478D921D8480F62A7CE;2022-02-10T02:32:28.956Z;/provenance.marker.v1.MsgWithdrawRequest;2300;23;cfigurepayomni;pb1w4xnzawxwvax5p02kxzvjmzlvpuf5cgxlyrr3t;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
CCBC305293A1FDF7EC8B99AC08F4C35B4F6D7C49E299FD867FA9BF94906C904B;2022-02-10T21:56:57.330Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.qzs5ekq9btbcuirlz2ycc;pb10yc7pqdk8fn65mfma87cgcxylx9el0zmcz876k;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
A4819A836E6B4AA3D380BCA9744B939928C601B1CDACDE8C51E13E7A2AEF0AC2;2022-02-10T02:32:22.085Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1nn8rfdnr7fvfm3m06rfqrd96h3w0zxt5ujqhmg;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
6C0A7774BCE869C9E98D069C13025FB7754D993BC0BD4EB0433D6F3DEEE8E465;2022-02-10T02:31:41.633Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb16hwvp805xzvf2y4p4w4altj87lr5agyjecs2mg;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
ACE60FFB3A6736EE020120826D141A47287A674EB44DA700DEACBB4A1D84C0BC;2022-02-10T02:31:30.025Z;/provenance.marker.v1.MsgWithdrawRequest;10000;100;cfigurepayomni;pb1qlz7g96rg9uk0ecx5xzax7qxr2qaza9zwt7das;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
10E4BB239471343C3A4CA9C126F3DEC8CA76E6677DD6153E79D21FDD0F59DBA1;2022-02-10T02:30:18.477Z;/provenance.marker.v1.MsgWithdrawRequest;50000;500;cfigurepayomni;pb16j9gvkm5y3ln3rp5j2tc3xqqm2xdn29u7ctwlz;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
DF79E8454C7A370D9B2B653F4811996D0D93169AB0ABA7515F78736CF0CBF938;2022-02-10T02:30:43.378Z;/provenance.marker.v1.MsgWithdrawRequest;2300;23;cfigurepayomni;pb1w4xnzawxwvax5p02kxzvjmzlvpuf5cgxlyrr3t;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
C162B1E169966EE202DAFEC7C18431337709CF459A48B8B42FFC18AFC32650F7;2022-02-10T02:31:09.851Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1cxa4hcfdwm2cuddwyurpy96z2hv6t9tyyqr8xw;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
E98C3402658059EE824FAB09A0EF91D54E9344A14792DB44410AAECB0E5F45BE;2022-02-10T02:30:37.556Z;/provenance.marker.v1.MsgWithdrawRequest;1500;15;cfigurepayomni;pb132lkesjnm4xj3nv7camydfr3gcp49vfush7wu6;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
E68E753B716C3BE00652CD3FE68DFF3A486119775D2751F812A19ECFBDD02521;2022-02-10T02:30:11.510Z;/provenance.marker.v1.MsgWithdrawRequest;1000;10;cfigurepayomni;pb1jh30rsg6p66rkwr3wwlwa3hn3f7c30yh8kqrju;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
557913809C80EAF03CA68734BEDD80250F22FC5769F076AECB3F5559A4F14A0E;2022-02-09T21:32:06.567Z;/provenance.marker.v1.MsgWithdrawRequest;15765100;157651;chomebridgeomni;pb1jlkx797ys6h9dadtlehgapp5lpzne89c2rprs3;pb1lp3xr3uezqu5hnrl6ws04jhuzlmxrw2g3wumnf;undefined;;;;;;;
1E82973FB61D9510B127E278052D4A47895A1CCFCD266F93A131DF0C3578AC66;2022-02-09T21:05:17.988Z;/provenance.marker.v1.MsgWithdrawRequest;5000000;50000;cfigurepayomni;pb1ktc9ke44y02nrldepxxzk5u3d2p53e503ua2sc;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
