Tx;Time;Msg Type;Amount;Amount / 100;Asset;ToAddress;Administrator;FromAddress;;Asset;;;;;Total Tx
3342DFBBA9395C28C5EEC26329FC0CC5A783A26C1B629EE9950DECC1EDDF5FDC;2022-06-23T16:05:31.794Z;/provenance.marker.v1.MsgWithdrawRequest;10000;100;cfigurepayomni;pb1lw9xz5uc70xfxcjmqqgakjs70yz3kq77q8zk0u;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
16AB1037BE261D25C21C61F5F2AEA44DFF5B7EED34E303C4D1B56D01A06BC21E;2022-06-23T16:05:37.195Z;/provenance.marker.v1.MsgWithdrawRequest;60000;600;cfigurepayomni;pb1ec4ya2d5hznm6l6hr9ukwpuk4qmymjjrfgsgm9;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
8E66E51E28645748C52BD71D0C8245BA7264CD560B7967F373573446B447DEF7;2022-06-23T16:05:25.517Z;/provenance.marker.v1.MsgWithdrawRequest;60000;600;cfigurepayomni;pb1w0nzsllmfvt32dd5gze76s7ywdhxsyqgdujdl8;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
827490E305C39B2DD21E42BF76DE213483249544D862A891AC3F1EDE3CAED861;2022-06-23T10:07:18.129Z;/provenance.marker.v1.MsgWithdrawRequest;8511;85,11;cfigurepayomni;pb1wmv24ellevlgnh66rypqsqdq76gx9gqed9msxd;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4446566C9476174A3EFE69A500B726AAA3F1F3326A0816A73FEC66EC0918D6DA;2022-06-23T10:07:04.745Z;/provenance.marker.v1.MsgWithdrawRequest;1125;11,25;cfigurepayomni;pb1l6zv39ajphj7t67hwe5z7tz4mmtvrge2d93km6;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
2F9043D0BE6E3536983184704CEE5A401E653FF135830376F908F1329AD1D8B4;2022-06-23T10:07:11.432Z;/provenance.marker.v1.MsgWithdrawRequest;10000;100;cfigurepayomni;pb1nzrztfdul24n45dx4qeg84zkls79ple6e6rg5c;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
21DE0DC5037BD34352DEA9EAC6294A82CF40F4B639A9061A071F7F5D6D6EDC40;2022-06-23T10:06:59.396Z;/provenance.marker.v1.MsgWithdrawRequest;786;7,86;cfigurepayomni;pb17stxnruu9l3up5a3lh7mguxrmhzdw0el7733ah;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
815F89388FE1DBC2E7863817A7CBDC9482FCDA4B1ED8432E2B841DD8D4806797;2022-06-23T10:06:50.573Z;/provenance.marker.v1.MsgWithdrawRequest;10521;105,21;cfigurepayomni;pb1lymckz0llu44v9yu4vj2tza07tsqmq2mumgeur;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
F1856F9EDEAE79572F2CCCD3113492CDD7AC02D05E220E0794EF4FD2AC4572F3;2022-06-23T10:06:44.564Z;/provenance.marker.v1.MsgWithdrawRequest;3109;31,09;cfigurepayomni;pb1u7c5p86mqqhq0gn4q37lk07kfs0rhw94arqtkg;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
1C2CC3CE694AE5987A8ADCAB186BFF21F2D43994A5DDC7ADDC3BEA78F4EA1F1A;2022-06-23T10:06:21.206Z;/provenance.marker.v1.MsgWithdrawRequest;15448;154,48;cfigurepayomni;pb1d89jlwlt5u40kjknqnxky3lznrz9uwsw8u6xc0;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
5016FCB9D871F2E88F4470523442E8464F9569A8BD14527E1EAE39C573C6F2A0;2022-06-23T10:05:45.674Z;/provenance.marker.v1.MsgWithdrawRequest;37510;375,1;cfigurepayomni;pb10fkmls9yel8fx8kw9glerk3gjaj58c8rxsaeu0;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
4097E5EF1B9131344B64E75C7635670E668D0C06E76BAC00205B77C745200F05;2022-06-23T10:06:14.436Z;/provenance.marker.v1.MsgWithdrawRequest;4338;43,38;cfigurepayomni;pb1hc0acaq952e5w82uaxlatrlgrkdrg97p9cz7vt;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
73E54038DDB346D4AD5539F72870DD7FFCA2F596F53F9E6163A40E0ADBA85BBD;2022-06-23T10:05:20.188Z;/provenance.marker.v1.MsgWithdrawRequest;7500;75;cfigurepayomni;pb1qzznw6ccuaww7kzgm9z9h6736e9lth57vgjk22;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
93A49F392CC2CBCCC849A9C72EAC44052EBD9AFFF58C4AECB32B79F0A53D73A5;2022-06-23T10:05:25.440Z;/provenance.marker.v1.MsgWithdrawRequest;3892;38,92;cfigurepayomni;pb1czsd6jkjv5g2urscjm34z4w783pnza9v8cycqh;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
9B6B15BC382A876D6659F5B6864713FAD15B9CCB58DDCF7E914A7B0556398B33;2022-06-23T01:30:48.450Z;/provenance.marker.v1.MsgWithdrawRequest;10000;100;cfigurepayomni;pb15wx2dzh67wtcncrzh7un6v08mxeh57nddpnmwd;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
6ED40468B6305E9E5E24CA6BD1CCE09F868CC7C0065D63C808E11277F599E46E;2022-06-23T02:05:13.529Z;/provenance.marker.v1.MsgWithdrawRequest;5849;58,49;cfigurepayomni;pb1ayr76w89qvsjdnf6xck255m2l9lhaydfesvrtu;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
2C184D9476B3FA49EE46C0FA26062C7647D1DE336610660604EDFC40687999AA;2022-06-23T14:14:06.561Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.57y6a9fl9rr3ier5fzcm5c;pb1n0e7l53e2f35a4k374u8aha8zujjfk5d4j5py0;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
EB64AE268AF9A52EA73A09F9DC55CC5BC789EBDB9CE445826072FF16E4E9B794;2022-06-23T01:30:24.714Z;/provenance.marker.v1.MsgWithdrawRequest;1000;10;cfigurepayomni;pb1yv8ecexmhuht6qjy2wkt9g37g4kvhsygamqqa7;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
0CFE63E444D7A60AC9B869270FABDC25C103D476218AC1362B2E3D773C04E3BB;2022-06-23T01:30:42.863Z;/provenance.marker.v1.MsgWithdrawRequest;10000;100;cfigurepayomni;pb1sd3lkax6ghrmqj35672ux3fpaeplyzhue9ft5d;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
2845C1B2C0AD57BA3CC948C842E05E00D737F68403595A5AEC4CE4F62719E07F;2022-06-22T22:49:53.816Z;/provenance.marker.v1.MsgWithdrawRequest;50000000;500000;csynergyoneomni;pb1pg7gy8nnkuxdzz8dypt5vapkz92cl8lax7qjvg;pb1a4szdl2kwr6d26nue63eptcuzq0gmn9557p8hl;undefined;;;;;;;
7C82FC7AAF48364FAF5A430D45A52CBC1A2180F0F77EE234750C400330D28923;2022-06-23T01:30:15.654Z;/provenance.marker.v1.MsgWithdrawRequest;2000;20;cfigurepayomni;pb14zhy449js6h0zmqjld0jjzr9g6y37q05dnldem;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
B54950AB683D75303D6C2FCD6AD1BA1FC9AA58454E8056F4A9653A7DBAD26839;2022-06-22T21:15:07.048Z;/provenance.marker.v1.MsgWithdrawRequest;109;1,09;figure-technologies-inc.es.stock;pb1e9tx7jgk9h0f8dhr3qqax85zhxl59xtskf0ex4;pb1qhqw7ra3hq63uj2ca72afdlwhe6cynhep46new;undefined;;;;;;;
3C6D42C5BC7DA9CFF9C367B3EAE88919AF288CBD70BABABDB86789403BE6E3DF;2022-06-22T20:54:19.985Z;/provenance.marker.v1.MsgWithdrawRequest;216841394;2168413,94;chomebridgeomni;pb1jlkx797ys6h9dadtlehgapp5lpzne89c2rprs3;pb1lp3xr3uezqu5hnrl6ws04jhuzlmxrw2g3wumnf;undefined;;;;;;;
EF059AFE5E90EE0690B037FC0A85331EA6DC15C8600634709B3F4079777D0E1A;2022-06-22T20:56:24.865Z;/provenance.marker.v1.MsgWithdrawRequest;1000000000;10000000;cfigurelendingomni;pb13dfvqt7zyp69z3el72qsu6z3f0egh9xfng9jvt;pb1vm73d2qtvs86e2dguxt40tjzhv37r36h40wtqg;undefined;;;;;;;
F827139B045B2DC1265AF5F250AF82188B1CFE3AD88D37ADB91D34A12A7247C5;2022-06-22T20:23:13.062Z;/provenance.marker.v1.MsgWithdrawRequest;100000000;1000000;cguaranteedrateomni;pb1ue8c6wvts6dmshrqf0f7jlrzss90fswf6rrsek;pb1ez7yl9ae9wkx8w40ugpr7zdzalgm88he6g26ps;undefined;;;;;;;
342C29DA3189B02541F635495C92DFE4A6B39D3947224F330EC6725F33F089F3;2022-06-22T18:04:51.326Z;/provenance.marker.v1.MsgWithdrawRequest;315900233;3159002,33;cguaranteedrateomni;pb1ue8c6wvts6dmshrqf0f7jlrzss90fswf6rrsek;pb1ez7yl9ae9wkx8w40ugpr7zdzalgm88he6g26ps;undefined;;;;;;;
50993709F34E06AC230777C6D12B90796956BE32CC27AF2EFC5FC147C5481270;2022-06-22T16:05:29.636Z;/provenance.marker.v1.MsgWithdrawRequest;55174;551,74;cfigurepayomni;pb1qes3cn8p0pr0nmt5edhqremxufffpsnacp2fpm;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
F2184D774F4B9806C97D44D7F14BFF50FDB0E3519444929784720A675638CEBF;2022-06-22T16:05:47.144Z;/provenance.marker.v1.MsgWithdrawRequest;38175;381,75;cfigurepayomni;pb1lcxcw86nylg6lj7peyxgqry9a0wvczxllfewt8;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
101438A735F8D6F4E1E6C9AF49931963D6FE19E4A3256012BD87CBE48EE71CFD;2022-06-22T16:05:22.876Z;/provenance.marker.v1.MsgWithdrawRequest;42854;428,54;cfigurepayomni;pb1344n9lsldy5ytar9peaa8aa23ra6rdqan06hsx;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
059F97AF0FCF420E330A184B073D41E52A7DD4C1843B6C6938EA6F736302E4C5;2022-06-22T16:05:09.682Z;/provenance.marker.v1.MsgWithdrawRequest;42336;423,36;cfigurepayomni;pb1a0vk7850ruwdvjav2nd899ftf4j2m52d56dhj0;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
3B8D043E6EF64A7BE77BB59EB05EEC09AE7E11B7A37F97F079FC930502B9A585;2022-06-22T21:29:50.975Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.qbkiksfvjpsmzh2r0gqok;pb1tetfkkuz995rvlm347xf9n5ls7t6mufcelzhkw;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
3B84F57EE1D7A3DE9861FD1A7940040DDE9EB87942DA841F10B86FA42CE6673D;2022-06-22T15:54:56.733Z;/provenance.marker.v1.MsgWithdrawRequest;800000000;8000000;cfigurelendingomni;pb13dfvqt7zyp69z3el72qsu6z3f0egh9xfng9jvt;pb1vm73d2qtvs86e2dguxt40tjzhv37r36h40wtqg;undefined;;;;;;;
B4E7324DD76C8F5987F5C42BDFCADFD9E133B3277A3E472AE8F9E9E97E14CF95;2022-06-22T21:14:54.541Z;/provenance.marker.v1.MsgWithdrawRequest;109;1,09;figure-technologies-inc.cs.stock;pb1qhqw7ra3hq63uj2ca72afdlwhe6cynhep46new;pb1fmm648xf4pp97upx5068cawvdcq05zvk6a0tkf;undefined;;;;;;;
318686F928DA11A2D6AA9C024B3E2A6D4C93DC46F5D6D91997E70BDF241D9D61;2022-06-22T21:04:03.653Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.7bofm264dqvrdxefksi2ui;pb10yc7pqdk8fn65mfma87cgcxylx9el0zmcz876k;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
1F19EDB9C1486B6EDC0EDEAF4A0808E169215B59163BB22FA91666FF316C8545;2022-06-22T12:54:12.407Z;/provenance.marker.v1.MsgWithdrawRequest;1400000;14000;cfigureomni;pb1mn466padfszxg25yze0m5fplulgn46fslh38vj;pb13p3fe2ydk7p6q9th5gl5ha4vmnz3ztpheqmkvz;undefined;;;;;;;
61DD37F3631B0F60296152CCBE0BDB5711E3619CAA3AD7FA5E81946F7CB42452;2022-06-22T12:05:16.987Z;/provenance.marker.v1.MsgWithdrawRequest;3470;34,7;cfigurepayomni;pb1a9ck6v36ryhtp2gedldf5h7szsaat4rqrgjjl4;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
DC4999D5C63C9173DCD354BDC8B721171797009099779AF0854BE1095F50298C;2022-06-22T10:06:30.262Z;/provenance.marker.v1.MsgWithdrawRequest;2981;29,81;cfigurepayomni;pb196cu759j6pqmv87tkwuly3k9duf3tm8p7840jz;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
E9897FE3868C4704060963F5977DE57E297FE50E8A2F43D4A38619D7FF1BBEFC;2022-06-22T10:06:11.506Z;/provenance.marker.v1.MsgWithdrawRequest;130;1,3;cfigurepayomni;pb1mjl09gd8wnp927v6nwspfwdw2skedn0hz7dxar;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
7DB3AEF4919C3DD36B8E4C81D7821C974CA0CA877CC815B0181EA36F75DBF51C;2022-06-23T13:15:25.892Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.2uzr8yyurxh2epg57mxpbr;pb1nn56844e6xdvlluglw35mnchuz383ulnyz8cjj;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
7BDE55DEE35CA58D32DF81D864E38575F556EFA7DB735107B52CD7E6C26B23C2;2022-06-22T10:06:00.625Z;/provenance.marker.v1.MsgWithdrawRequest;6;0,06;cfigurepayomni;pb1yvzh9kx525rpxmcs6mj8pxajcj3ygrawahg3x8;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
0E9124779F7AD5AD6F714F6D15D58FEC9ED454B46FB1E92895C4DECAA7CCD454;2022-06-22T10:06:05.929Z;/provenance.marker.v1.MsgWithdrawRequest;13;0,13;cfigurepayomni;pb1yvzh9kx525rpxmcs6mj8pxajcj3ygrawahg3x8;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
19C2075C0CF2220822106357F5E22F15E0F14AC70E360F997D611495841D9AC9;2022-06-22T13:58:24.542Z;/provenance.marker.v1.MsgWithdrawRequest;213;2,13;cfigurepaydebt;pb18jxtxwza6pj0lv53xr77yhrl4t0cllpsmd02dp;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;undefined;;;;;;;
19C2075C0CF2220822106357F5E22F15E0F14AC70E360F997D611495841D9AC9;2022-06-22T13:58:24.542Z;/cosmos.bank.v1beta1.MsgSend;213;2,13;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;;;;;;;
098F193F3A5B1AD85DF444460537E65FEC33E939CB31941B40872BDE3AC2F679;2022-06-22T13:58:42.862Z;/provenance.marker.v1.MsgWithdrawRequest;1162;11,62;cfigurepaydebt;pb18jxtxwza6pj0lv53xr77yhrl4t0cllpsmd02dp;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;undefined;;;;;;;
098F193F3A5B1AD85DF444460537E65FEC33E939CB31941B40872BDE3AC2F679;2022-06-22T13:58:42.862Z;/cosmos.bank.v1beta1.MsgSend;1162;11,62;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;;;;;;;
098F193F3A5B1AD85DF444460537E65FEC33E939CB31941B40872BDE3AC2F679;2022-06-22T13:58:42.862Z;/cosmos.bank.v1beta1.MsgSend;7075;70,75;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb18jxtxwza6pj0lv53xr77yhrl4t0cllpsmd02dp;;;;;;;
5F2158742EB86D01CAE9EE038D84EB1BC7849D82FEBA69759F0A73C53F4CEED6;2022-06-22T11:29:53.852Z;/provenance.marker.v1.MsgWithdrawRequest;529;5,29;cfigurepaydebt;pb1ngssdf4th2lagy7h38wh979u7kejh4fj4x0d8s;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;undefined;;;;;;;
5F2158742EB86D01CAE9EE038D84EB1BC7849D82FEBA69759F0A73C53F4CEED6;2022-06-22T11:29:53.852Z;/cosmos.bank.v1beta1.MsgSend;529;5,29;cfigurepayomni;pb1ksfxlh23kk28lpf07ql0e9genwhv3y6upaa4lr;undefined;pb1zpqjcy3943ut0gfcmseavxd4jqnj4g4w4gevx0;;;;;;;
5145330DCCCDCC7B8B6CB141EFFD6A2B6018B36F6F3D83ED8A652859A07EBCC5;2022-06-22T19:47:24.545Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.53n1pubi6njmvhhmpkxerm;pb1n0e7l53e2f35a4k374u8aha8zujjfk5d4j5py0;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
451B7514F2AB5CDB2AC75DCD4EE63F13EC5D9CF68CCA2DD168608A306FE0BF9C;2022-06-22T14:56:08.991Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.7cv8klkh8iyond84ar0ykg;pb1n0e7l53e2f35a4k374u8aha8zujjfk5d4j5py0;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
C751447579F146CEDA95F67D79E6553F01782FD87625F98EAF2728BB71A12115;2022-06-22T13:42:39.329Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.76rfihqc1mbazqzxnsjmac;pb1nn56844e6xdvlluglw35mnchuz383ulnyz8cjj;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
37A12FF0388F7911BCC1341D372B88AAEC0DC168C890309DB827C585DEAA558D;2022-06-22T20:12:27.993Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.pool.asset.16qrb1wn6o5vzounziwhg2;pb10yc7pqdk8fn65mfma87cgcxylx9el0zmcz876k;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
BBCA5BD3943B54B4460F41F680FC6234C146C7C0C650DCB0827383A8C1B6DFBB;2022-06-22T10:05:18.495Z;/provenance.marker.v1.MsgWithdrawRequest;2933;29,33;cfigurepayomni;pb1q4a53t6ezdn9xc2357axpafv600x605kc49ns4;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
31F7FBF5BEAB71E19AADFC8C83DBB27F4448249AC1A3173ED0CEEF72D5D96628;2022-06-22T10:05:29.665Z;/provenance.marker.v1.MsgWithdrawRequest;22200;222;cfigurepayomni;pb1tk2m53muh3424nzlayz7dg766g2rpvwcm3qppj;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
894FE566180ED34FAB461CDEA0B266F62AB1F58ADDA4721980FC93641705E1B5;2022-06-22T10:05:36.533Z;/provenance.marker.v1.MsgWithdrawRequest;852;8,52;cfigurepayomni;pb1dw7je6wvtn076708stk67jtf57jlkygfxlxplx;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
59CAB48A27FAFD26AFF80BEF4F3FC8458F9AF4C706D166A83651F231488EB42B;2022-06-22T01:31:21.244Z;/provenance.marker.v1.MsgWithdrawRequest;50000;500;cfigurepayomni;pb1g2fcq7rc6dz9d3s0v4c24atfs9erp9ty6hsuys;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
5927851FC37844BDB7FD1AEFECD0CDE11F136E6BA16217271622B45F81291E0B;2022-06-22T01:31:49.023Z;/provenance.marker.v1.MsgWithdrawRequest;6000;60;cfigurepayomni;pb1pkfgydtyun06hh942re8nvpnvxzmyudwynmncu;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
CDCD565C8E21D7FB27F0E25AE7B74315D6D1F3136501A6EC2FD9F82D3956BBD4;2022-06-22T01:30:45.591Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1cdck7jrljr28h77zjkdv4jaayemfgp7hx44awc;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
AB44716AF691E481294521317A33EE7F0FAB07621F66E6643F586A0971AE4DA8;2022-06-22T01:31:03.028Z;/provenance.marker.v1.MsgWithdrawRequest;1000;10;cfigurepayomni;pb1pt35a4k7yaunl0xr60llwgk0uydx8pmzc4p2n2;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
961E66C5C97F8CD03DE4830A0D9FFE7356C3322FA95789FC251B9A5A5D99CF65;2022-06-22T01:30:21.233Z;/provenance.marker.v1.MsgWithdrawRequest;2900;29;cfigurepayomni;pb1lsd83xkzzjpf39xlu8z4hfwcqrrhmuk8w0rpwl;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
81CC061D6FCFBC2EA8967BC62702B52E2B2FE2BB19C5F659D87A80B55D8F22A4;2022-06-22T01:30:38.990Z;/provenance.marker.v1.MsgWithdrawRequest;50000;500;cfigurepayomni;pb1ynfudmt902n36z30m7mrymyj3rqenrh6j54mqj;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
97A49FC69B5A0CBBB36B4D876B950B5DBEB7C161DE1AE52347E9D3BBF045FA5A;2022-06-22T01:30:15.817Z;/provenance.marker.v1.MsgWithdrawRequest;50000;500;cfigurepayomni;pb1n9dh8gkln9skypvju9eugdux7qnlfeyhgf2p90;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
A2C6B71D9C38018C29F6F00A108187D21C9AF3DC9A6F26CDBA145A7E0AC66F0B;2022-06-21T21:05:12.060Z;/provenance.marker.v1.MsgWithdrawRequest;405;4,05;cfigurepayomni;pb1840hw4n378xrxd6n3h5uqyejwndj69f9fjqv27;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
F1593F8AFFBBBBBBA8D4BA6128CC192864929EECF73CC19DC96261D81A49EE85;2022-06-21T20:45:19.000Z;/provenance.marker.v1.MsgWithdrawRequest;11613480;116134,8;chomebridgeomni;pb1jlkx797ys6h9dadtlehgapp5lpzne89c2rprs3;pb1lp3xr3uezqu5hnrl6ws04jhuzlmxrw2g3wumnf;undefined;;;;;;;
3F212AAC97C129145731467B709F83A518A75857D4A075D94E682179B1024EB8;2022-06-22T02:07:13.645Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.sxqvnifj41knlsraoxrti;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
6C0B5FCE4BD1C2F3DAEC8274F7F5A7C0CD6025099A985D1C927BEE15A0FEC352;2022-06-22T01:36:21.209Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.fpwmqokgesbx0kgtes7gq;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
1A171D7ECEBB79257D7D0EA3F5D4408DBDA8B9D864D32E4937B96675E9C6A810;2022-06-22T02:08:11.250Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.4anbdt2clbp6opuvbl1jvj;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
10C00A9FFCBCBA5448E9EC67F74B77B23F9E016184E1A41850EC0C6973BED608;2022-06-22T01:45:42.041Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.6asx7f6xita7lbnz2hzgg9;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
6C9C8CE43431A4E61971C56D163999022F291331DACA31352EB25790BBA820CF;2022-06-21T17:29:46.065Z;/provenance.marker.v1.MsgWithdrawRequest;74030928;740309,28;cguaranteedrateomni;pb1ue8c6wvts6dmshrqf0f7jlrzss90fswf6rrsek;pb1ez7yl9ae9wkx8w40ugpr7zdzalgm88he6g26ps;undefined;;;;;;;
47A5A09216D01E9A23F5C7E8C2A57ADD36ADCB631263A7E4B0BBA48BA2500A3E;2022-06-22T01:45:00.251Z;/provenance.marker.v1.MsgWithdrawRequest;1;0,01;pm.securitization.contribution.5gwwdxe9aziunzwppe2zot;pb1fzte9yhk58mq244l30vp4e62rtrrpf2td059p5;pb1zsherr3eat6gvq9ptg3m0n3dj33xf2mwevk3ca;undefined;;;;;;;
66701CD4CAEEAB4CA4DD5E95EAC07136C38B854AF20A614A2D6E6BDD50F3E251;2022-06-21T17:34:10.642Z;/provenance.marker.v1.MsgWithdrawRequest;58054400;580544;csynergyoneomni;pb1pg7gy8nnkuxdzz8dypt5vapkz92cl8lax7qjvg;pb1a4szdl2kwr6d26nue63eptcuzq0gmn9557p8hl;undefined;;;;;;;
2F3D0E71C85F9442403AE25C4C569C8CFCDEF3FA8D1877D0051A5A9B93D6A829;2022-06-21T17:09:44.124Z;/provenance.marker.v1.MsgWithdrawRequest;1974304;19743,04;csynergyoneomni;pb1pg7gy8nnkuxdzz8dypt5vapkz92cl8lax7qjvg;pb1a4szdl2kwr6d26nue63eptcuzq0gmn9557p8hl;undefined;;;;;;;
8ACA08015D1C4969FE40F46DAF0EBE306A9EAED9565DF20174D94124633DB8F4;2022-06-21T17:16:39.264Z;/provenance.marker.v1.MsgWithdrawRequest;200000;2000;cfigureomni;pb1a9z8dgu926xa0v5k9jrs8lur75qxkza6lrnmwp;pb13p3fe2ydk7p6q9th5gl5ha4vmnz3ztpheqmkvz;undefined;;;;;;;
90B6A9A7A846E4512ECA03DEAB2D3A7EABBD185C91649A830BE78E94ADCBBE50;2022-06-21T16:47:23.412Z;/provenance.marker.v1.MsgWithdrawRequest;20000;200;cfigureomni;pb197hkpegaym4snwuwusfh9mz2pup042f3rz6fwp;pb13p3fe2ydk7p6q9th5gl5ha4vmnz3ztpheqmkvz;undefined;;;;;;;
2A605DBF4F98263212B759DAFB39351F2EA46909118B00682B179EC180475EBB;2022-06-21T16:05:04.584Z;/provenance.marker.v1.MsgWithdrawRequest;5000;50;cfigurepayomni;pb1q7mu50wme8p3vh22c7d9wc9ehjjf36tvytsa49;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah;undefined;;;;;;;
